Institucion,Organismo responsable,Expediente,Fecha,Tipo,Objeto,Procedimiento,Ambito_geografico,Materias_CPV,Codigos_CPV,Observaciones,Enlace HTML
MINISTERIO DE TRABAJO Y ECONOMÍA SOCIAL,Dirección del Organismo Estatal Inspección de Trabajo y Seguridad Social,190/2024.,16/12/2024,Contratación,Servicio de mantenimiento integral de las instalaciones de la sede de la Inspección Provincial de Trabajo y Seguridad Social de Barcelona y la Inspecció de Treball de Catalunya en Barcelona .,Abierto,Cataluña,50700000 Servicios de reparación y mantenimiento,50700000 (Servicios de reparación y mantenimiento de equipos de edificios).,No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-45979
MINISTERIO DE INDUSTRIA Y TURISMO,Instituto de Turismo de España (TURESPAÑA),020024C00049.,16/12/2024,Contratación,"Contratacion, por procedimiento abierto, de la construcción de los espacios en los que estará presente el Instituto de Turismo de España, O.A. Turespaña, durante la celebración de la feria Fitur 2025, así como de diversos servicios complementarios.",No disponible,Comunidad de Madrid,"79000000 Servicios a empresas: legislación, mercadotecnia, asesoría, selección de personal, imprenta y seguridad",No disponible,No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-45980
MINISTERIO PARA LA TRANSICIÓN ECOLÓGICA Y EL RETO DEMOGRÁFICO,Junta de Contratación del Ministerio para la Transición Ecológica y el Reto Demográfico,20240000231S.,16/12/2024,Licitación,"Servicio de seguridad y vigilancia, mantenimiento de los equipos e instalaciones de seguridad y conexión a central receptora de alarmas, en diversas sedes pertenecientes al MITERD (4 lotes).",Abierto,"Castilla y León, Castilla-La Mancha, Comunidad Valenciana, Andalucía","79000000 Servicios a empresas: legislación, mercadotecnia, asesoría, selección de personal, imprenta y seguridad",5.1) CPV principal: 79710000 (Servicios de seguridad) y 50610000 (Servicios de reparación y mantenimiento de equipos de seguridad). 5.2) CPV Lote 1: 79710000 (Servicios de seguridad) y 50610000 (Servicios de reparación y mantenimiento de equipos de seguridad). 5.3) CPV Lote 2: 79710000 (Servicios de seguridad) y 50610000 (Servicios de reparación y mantenimiento de equipos de seguridad). 5.4) CPV Lote 3: 79710000 (Servicios de seguridad) y 50610000 (Servicios de reparación y mantenimiento de equipos de seguridad). 5.5) CPV Lote 4: 79710000 (Servicios de seguridad) y 50610000 (Servicios de reparación y mantenimiento de equipos de seguridad).,Varios lotes.,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-45981
MINISTERIO PARA LA TRANSICIÓN ECOLÓGICA Y EL RETO DEMOGRÁFICO,Comité Ejecutivo de la Mancomunidad de los Canales del Taibilla,O-07/21-05.,16/12/2024,Contratación,"Proyecto 07/21 de construcción del nuevo aforador en la rambla ""La Rogativa"" (AB/NERPIO) C.P. 02.",Abierto,Castilla-La Mancha,45000000 Trabajos de construcción,"45246000 (Trabajos de regulación y control del caudal fluvial) y 45247000 (Trabajos de construcción de represas, canales, acequias y acueductos).",No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-45982
MINISTERIO PARA LA TRANSICIÓN ECOLÓGICA Y EL RETO DEMOGRÁFICO,Comité Ejecutivo de la Mancomunidad de los Canales del Taibilla,O-01/23-03.,16/12/2024,Contratación,Proyecto 01/23 de mejora del abastecimiento a Fuente Librilla (MU/MULA).,Abierto,Región de Murcia,45000000 Trabajos de construcción,45231100 (Trabajos generales de construcción de tuberías) y 45213260 (Trabajos de construcción de depósitos).,No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-45983
MINISTERIO PARA LA TRANSICIÓN ECOLÓGICA Y EL RETO DEMOGRÁFICO,Presidencia de la Confederación Hidrográfica del Segura,22706.23.011.,16/12/2024,Contratación,Controles complementarios de calidad de las aguas superficiales y ejecución de medidas del PHDHS.,Abierto,Región de Murcia,"71000000 Servicios de arquitectura, construcción, ingeniería e inspección","71600000 (Servicios de ensayo, análisis y consultoría técnicos).",No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-45984
MINISTERIO DE SANIDAD,Dirección del Instituto Nacional de Gestión Sanitaria (INGESA),AM 2024/006.,16/12/2024,Contratación,"Acuerdo Marco para el suministro, respetuoso con el medio ambiente, de equipos de ecografía, para varias comunidades autónomas, centros del INGESA y organismos de la Administración del Estado.",Abierto,Nacional,"33100000 Equipamiento y artículos médicos, farmacéuticos y de higiene personal",4.1) CPV principal: 33100000 (Equipamiento médico). 4.2) CPV Lote 01: 33100000 (Equipamiento médico). 4.3) CPV Lote 02: 33100000 (Equipamiento médico). 4.4) CPV Lote 03: 33100000 (Equipamiento médico). 4.5) CPV Lote 04: 33100000 (Equipamiento médico). 4.6) CPV Lote 05: 33100000 (Equipamiento médico). 4.7) CPV Lote 06: 33100000 (Equipamiento médico). 4.8) CPV Lote 07: 33100000 (Equipamiento médico).,Varias adjudicaciones. Acuerdo marco.,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-45985
MINISTERIO DE SANIDAD,Dirección del Instituto Nacional de Gestión Sanitaria (INGESA),PA 2023/112.,16/12/2024,Contratación,"Suministro, instalación y puesta en funcionamiento de un sistema unificado de monitorización integral, con destino al Hospital Universitario de Melilla (HUME).",Abierto,Ciudad de Melilla,"33100000 Equipamiento y artículos médicos, farmacéuticos y de higiene personal",33100000 (Equipamiento médico).,No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-45986
"MINISTERIO DE DERECHOS SOCIALES, CONSUMO Y AGENDA 2030",Centro de Referencia Estatal de Atención a Personas con Enfermedades Raras y sus Familias,2024/002AS.,16/12/2024,Contratación,"Prestación del Servicio de Asesoría para mantenimiento, adaptación y renovación de las certificaciones de calidad y accesibilidad del Centro de referencia estatal de atención a personas con enfermedades raras y sus familias (Creer), conforme a las normas UNE en ISO 9001:2015 y UNE 170001-2:2007.",No disponible,Castilla y León,"72000000 Servicios TI: consultoría, desarrollo de software, Internet y apoyo","72225000 (Servicios de evaluación y revisión de la garantía de calidad del sistema) y 72000000 (Servicios TI: consultoría, desarrollo de software, Internet y apoyo).",No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-45987
"MINISTERIO DE CIENCIA, INNOVACIÓN Y UNIVERSIDADES","Subsecretaría de Ciencia, Innovación y Universidades",202400000134.,16/12/2024,Contratación,Suministro de la actualización de licencias de uso de software de base de datos convergente Oracle Database Enterprise Edition para la plataforma de bases de datos de MICIU.,Negociado sin publicidad,Comunidad de Madrid,48000000 Paquetes de software y sistemas de información,48600000 (Paquetes de software de bases de datos y de funcionamiento).,No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-45988
"MINISTERIO DE CIENCIA, INNOVACIÓN Y UNIVERSIDADES","Presidencia de la Agencia Estatal Consejo Superior de Investigaciones Científicas, M",32746/24.,16/12/2024,Contratación,"Suministro e instalación de una plataforma de alto rendimiento de marcado molecular de célula única. CEX2021-00154-S / financiado por MCIN/AEI / 10.13039/501100011033, con destino al Centro de biología molecular Severo Ochoa.",Abierto,Comunidad de Madrid,"38000000 Equipo de laboratorio, óptico y de precisión (excepto gafas)","38000000 (Equipo de laboratorio, óptico y de precisión (excepto gafas)) y 38900000 (Instrumentos de evaluación o ensayo diversos).",No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-45989
"MINISTERIO DE CIENCIA, INNOVACIÓN Y UNIVERSIDADES","Presidencia de la Agencia Estatal Consejo Superior de Investigaciones Científicas, M",32879/25.,16/12/2024,Licitación,Suministro e instalación de un equipo de microfabricación 3D mediante la técnica de polimerización con dos fotones destinado al Instituto de Ciencia de Materiales de Madrid de la Agencia Estatal Consejo. Superior de Investigaciones Científicas.,Abierto,Comunidad de Madrid,"31000000 Máquinas, aparatos, equipo y productos consumibles eléctricos; iluminación","31712000 (Maquinaria, aparatos y microsistemas microelectrónicos).",No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-45990
"MINISTERIO DE CIENCIA, INNOVACIÓN Y UNIVERSIDADES","Presidencia de la Agencia Estatal Consejo Superior de Investigaciones Científicas, M",32548/24.,16/12/2024,Contratación,"Servicio de mantenimiento de las instalaciones de climatización del edifico Cartuja 2 en el Centro de Investigaciones Científicas Isla de la Cartuja, de la Agencia Estatal Consejo Superior de Investigaciones Científicas.",Abierto,Andalucía,50800000 Servicios de reparación y mantenimiento,50800000 (Servicios varios de reparación y mantenimiento).,No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-45991
"MINISTERIO DE CIENCIA, INNOVACIÓN Y UNIVERSIDADES",Secretaría General del Instituto de Salud Carlos III,SE0180/2024.,16/12/2024,Licitación,"Servicio técnico para la mejora de procesos de gestión de actividades docentes y documentales de la Escuela Nacional de Sanidad (ENS), de la Escuela Nacional de Medicina del Trabajo (ENMT) y de la Biblioteca Nacional de Ciencias de la Salud (BNCS) del Instituto de Salud Carlos III (ISCIII).",Abierto,Comunidad de Madrid,"75000000 Servicios de administración pública, defensa y servicios de seguridad social",No disponible,No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-45992
"MINISTERIO DE CIENCIA, INNOVACIÓN Y UNIVERSIDADES",Comisión Ejecutiva del Consorcio CENIEH,2024/0512SR04.,16/12/2024,Licitación,Servicio de mantenimiento integral del edificio e instalaciones del Consorcio CENIEH.,Abierto,Castilla y León,50700000 Servicios de reparación y mantenimiento,50700000 (Servicios de reparación y mantenimiento de equipos de edificios).,No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-45993
"MINISTERIO DE INCLUSIÓN, SEGURIDAD SOCIAL Y MIGRACIONES",TGSS-Dirección provincial de Valladolid,2024/470027.,16/12/2024,Contratación,"Mantenimiento y conservación de los aparatos elevadores instalados en la D.P. de la Tesorería General de la Seguridad Social (TGSS) y del Instituto Nacional de la Seguridad Social (INSS), y centros dependientes de ambas entidades en Valladolid.",Abierto,Castilla y León,50700000 Servicios de reparación y mantenimiento,4.1) CPV principal: 50750000 (Servicios de mantenimiento de ascensores) y 50712000 (Servicios de reparación y mantenimiento de equipos mecánicos de edificios). 4.2) CPV Lote 1: 50750000 (Servicios de mantenimiento de ascensores). 4.3) CPV Lote 2: 50750000 (Servicios de mantenimiento de ascensores). 4.4) CPV Lote 3: 50750000 (Servicios de mantenimiento de ascensores) y 50712000 (Servicios de reparación y mantenimiento de equipos mecánicos de edificios).,Varias adjudicaciones.,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-45994
"MINISTERIO DE INCLUSIÓN, SEGURIDAD SOCIAL Y MIGRACIONES",TGSS-Dirección provincial de Segovia,2024400042.,16/12/2024,Contratación,"Prestación de los servicios de mantenimiento preventivo, correctivo y modificativo de los sistemas de protección contra incendios (PCI), de los siguientes inmuebles:➢ Sede Provincial de la TGSS/INSS - C/ Pinar de Valsaín n.º 1 - 40005 Segovia. IBID 40/0021➢ Nave-almacén de Valverde del Majano. - C/ Sauce, 8 - Valverde del Majano (Segovia) IBID 40/0020.",Abierto,Castilla y León,50400000 Servicios de reparación y mantenimiento,50413200 (Servicios de reparación y mantenimiento de instalaciones contra incendios).,No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-45995
"MINISTERIO DE INCLUSIÓN, SEGURIDAD SOCIAL Y MIGRACIONES",TGSS-Dirección provincial de Madrid,2024/280008.,16/12/2024,Contratación,Servicio de explotación de la cafetería y comedor de la D. P. de la TGSS de Madrid.,No disponible,Comunidad de Madrid,55000000 Servicios comerciales al por menor de hostelería y restauración,No disponible,No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-45996
"MINISTERIO DE INCLUSIÓN, SEGURIDAD SOCIAL Y MIGRACIONES",TGSS-Dirección provincial de Málaga,2024/290071.,16/12/2024,Contratación,"Servicio financiero de apertura de cuenta corriente para la realización de ""pagos a justificar"" de la Dirección Provincial de la Tesorería General de la Seguridad Social de Málaga.",Abierto,Andalucía,66000000 Servicios financieros y de seguros,66110000 (Servicios bancarios).,No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-45997
"MINISTERIO DE INCLUSIÓN, SEGURIDAD SOCIAL Y MIGRACIONES",TGSS-Dirección provincial de Burgos,2024/090020.,16/12/2024,Contratación,Suministro de material de oficina ordinario no inventariable con destino a los centros de trabajo de la Tesorería General de la Seguridad Social en Burgos y provincia.,Abierto,Castilla y León,"30000000 Máquinas, equipo y artículos de oficina y de informática, excepto mobiliario y paquetes de software","4.1) CPV principal: 30192000 (Artículos de oficina) y 30199700 (Artículos de papelería impresos, excepto formularios). 4.2) CPV Lote 1: 30192000 (Artículos de oficina) y 30199700 (Artículos de papelería impresos, excepto formularios). 4.3) CPV Lote 2: 30192000 (Artículos de oficina) y 30199700 (Artículos de papelería impresos, excepto formularios).",No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-45999
"MINISTERIO DE INCLUSIÓN, SEGURIDAD SOCIAL Y MIGRACIONES",TGSS-Dirección provincial de Burgos,2024/090020.,16/12/2024,Contratación,Suministro de material de oficina ordinario no inventariable con destino a los centros de trabajo de la Tesorería General de la Seguridad Social en Burgos y provincia.,Abierto,Castilla y León,"30000000 Máquinas, equipo y artículos de oficina y de informática, excepto mobiliario y paquetes de software","4.1) CPV principal: 30192000 (Artículos de oficina) y 30199700 (Artículos de papelería impresos, excepto formularios). 4.2) CPV Lote 1: 30192000 (Artículos de oficina) y 30199700 (Artículos de papelería impresos, excepto formularios). 4.3) CPV Lote 2: 30192000 (Artículos de oficina) y 30199700 (Artículos de papelería impresos, excepto formularios).",No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-46000
COMISIÓN NACIONAL DE LOS MERCADOS Y LA COMPETENCIA,Secretaría General de la Comisión Nacional de los Mercados y la Competencia,240118.,16/12/2024,Licitación,Recopilación automatizada de parámetros de calidad suministrados por los terminales móviles de clientes reales (crowdsourcing).,Abierto,Comunidad de Madrid,"79000000 Servicios a empresas: legislación, mercadotecnia, asesoría, selección de personal, imprenta y seguridad",79310000 (Servicios de estudios de mercado).,No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-46001
MINISTERIO DE DEFENSA,Dirección Económico Financiero de la Dirección General de Infraestructura,2024/SP03032003/00002620E.,17/12/2024,Contratación,Asistencia técnica para la redacción del proyecto de ejecución de las actuaciones necesarias para la adaptación de las instalaciones existentes en el helipuerto del Hospital Militar de Zaragoza de uso restringido sanitario y de emergencia.,Abierto,Aragón,"71000000 Servicios de arquitectura, construcción, ingeniería e inspección","71000000 (Servicios de arquitectura, construcción, ingeniería e inspección).",No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-46140
MINISTERIO DE DEFENSA,Intendente de San Fernando,2024/AR43U/00001486E.,17/12/2024,Contratación,"Acuerdo Marco de suministro abierto de pilas y baterías para buques, aeronaves y dependencias apoyadas por el Arsenal de Cádiz.",Abierto,Andalucía,34000000 Equipos de transporte y productos auxiliares,"4.1) CPV principal: 31400000 (Acumuladores, pilas y baterías de pilas) y 31440000 (Baterías). 4.2) CPV Lote 1: 31400000 (Acumuladores, pilas y baterías de pilas) y 31440000 (Baterías). 4.3) CPV Lote 2: 31400000 (Acumuladores, pilas y baterías de pilas) y 31440000 (Baterías).",Lote 1.,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-46141
MINISTERIO DE DEFENSA,Dirección Económico Financiero de la Dirección General de Infraestructura,2024/SP03032003/00001249E.,17/12/2024,Contratación,UEDEC_Adquisición de nuevas y renovación de las suscripciones de software de analisis y prediccion de amenazas NRBQ del Ministerio de Defensa 2024-2026.,Abierto,Comunidad de Madrid,48000000 Paquetes de software y sistemas de información,48000000 (Paquetes de software y sistemas de información).,No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-46142
MINISTERIO DE DEFENSA,Dirección de Gestión Económica de la Jefatura de Apoyo Logístico de la Armada,2024/AR40U/00003403E.,17/12/2024,Contratación,COM-Sostenimiento de Sistemas de gestión de claves electrónicas (EKMS).,Negociado sin publicidad,Comunidad de Madrid,"32000000 Equipos de radio, televisión, comunicaciones y telecomunicaciones y equipos conexos",32570000 (Equipo de comunicaciones).,No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-46143
MINISTERIO DE DEFENSA,Jefatura de la Sección Económico-Administrativa 61 - Base Aérea de Son San Juan,2024/EA61/00002579.,17/12/2024,Contratación,Suministro de luminarias.,Abierto,Illes Balears,"31000000 Máquinas, aparatos, equipo y productos consumibles eléctricos; iluminación",31532000 (Partes de lámparas y accesorios de iluminación).,No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-46144
MINISTERIO DE DEFENSA,Intendencia de Madrid,2024/AR21U/00002608.,17/12/2024,Contratación,Adquisición de maletas tácticas de copolímero de polipropileno para transporte y almacenamiento de armamento portátil y accesorios destinadas a Zonas de Operaciones.,Abierto,Comunidad de Madrid,44000000 Estructuras y materiales de construcción; productos auxiliares para la construcción (excepto aparatos eléctricos),44614100 (Recipientes de almacenamiento).,No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-46145
MINISTERIO DE DEFENSA,Intendente de San Fernando,2024/AR43U/00001311E.,17/12/2024,Contratación,Acuerdo marco de suministro abierto de repuestos para buques apoyados por el Arsenal de Cádiz.,Abierto,Andalucía,"34000000 Equipos de transporte y productos auxiliares 35000000 Equipo de seguridad, extinción de incendios, policía y defensa 39000000 Mobiliario (incluido el de oficina), complementos de mobiliario, aparatos electrodomésticos (excluida la iluminación) y productos de limpieza 42000000 Maquinaria industrial","4.1) CPV principal: 35521100 (Motores y piezas de motores para buques de guerra), 34522400 (Botes semirrígidos), 34522450 (Embarcaciones neumáticas), 39314000 (Equipo para cocinas industriales), 39721000 (Aparatos domésticos para cocinar o calentar), 39722000 (Partes de estufas, cocinas, calientaplatos y aparatos domésticos), 42131400 (Grifos, llaves para uso sanitario), 42132000 (Partes de grifos y válvulas) y 42912340 (Aparatos para desalinizar). 4.2) CPV Lote 1: 35521100 (Motores y piezas de motores para buques de guerra), 34522400 (Botes semirrígidos), 34522450 (Embarcaciones neumáticas), 39314000 (Equipo para cocinas industriales), 39721000 (Aparatos domésticos para cocinar o calentar), 39722000 (Partes de estufas, cocinas, calientaplatos y aparatos domésticos), 42131400 (Grifos, llaves para uso sanitario), 42132000 (Partes de grifos y válvulas) y 42912340 (Aparatos para desalinizar). 4.3) CPV Lote 2: 35521100 (Motores y piezas de motores para buques de guerra), 34522400 (Botes semirrígidos), 34522450 (Embarcaciones neumáticas), 39314000 (Equipo para cocinas industriales), 39721000 (Aparatos domésticos para cocinar o calentar), 39722000 (Partes de estufas, cocinas, calientaplatos y aparatos domésticos), 42131400 (Grifos, llaves para uso sanitario), 42132000 (Partes de grifos y válvulas) y 42912340 (Aparatos para desalinizar). 4.4) CPV Lote 3: 35521100 (Motores y piezas de motores para buques de guerra), 34522400 (Botes semirrígidos), 34522450 (Embarcaciones neumáticas), 39314000 (Equipo para cocinas industriales), 39721000 (Aparatos domésticos para cocinar o calentar), 39722000 (Partes de estufas, cocinas, calientaplatos y aparatos domésticos), 42131400 (Grifos, llaves para uso sanitario), 42132000 (Partes de grifos y válvulas) y 42912340 (Aparatos para desalinizar). 4.5) CPV Lote 4: 35521100 (Motores y piezas de motores para buques de guerra), 34522400 (Botes semirrígidos), 34522450 (Embarcaciones neumáticas), 39314000 (Equipo para cocinas industriales), 39721000 (Aparatos domésticos para cocinar o calentar), 39722000 (Partes de estufas, cocinas, calientaplatos y aparatos domésticos), 42131400 (Grifos, llaves para uso sanitario), 42132000 (Partes de grifos y válvulas) y 42912340 (Aparatos para desalinizar). 4.6) CPV Lote 5: 35521100 (Motores y piezas de motores para buques de guerra), 34522400 (Botes semirrígidos), 34522450 (Embarcaciones neumáticas), 39314000 (Equipo para cocinas industriales), 39721000 (Aparatos domésticos para cocinar o calentar), 39722000 (Partes de estufas, cocinas, calientaplatos y aparatos domésticos), 42131400 (Grifos, llaves para uso sanitario), 42132000 (Partes de grifos y válvulas) y 42912340 (Aparatos para desalinizar). 4.7) CPV Lote 6: 35521100 (Motores y piezas de motores para buques de guerra), 34522400 (Botes semirrígidos), 34522450 (Embarcaciones neumáticas), 39314000 (Equipo para cocinas industriales), 39721000 (Aparatos domésticos para cocinar o calentar), 39722000 (Partes de estufas, cocinas, calientaplatos y aparatos domésticos), 42131400 (Grifos, llaves para uso sanitario), 42132000 (Partes de grifos y válvulas) y 42912340 (Aparatos para desalinizar).",Acuerdo Marco. Lote 2.,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-46146
MINISTERIO DE DEFENSA,Dirección General del INTA,582024050100.,17/12/2024,Contratación,Suministro diverso material para labores de mantenimiento.,Abierto,Comunidad de Madrid,43000000 Maquinaria para la minería y la explotación de canteras y equipo de construcción,4.1) CPV principal: 43800000 (Equipo de talleres). 4.2) CPV Lote 1: 43800000 (Equipo de talleres). 4.3) CPV Lote 2: 43800000 (Equipo de talleres). 4.4) CPV Lote 3: 43800000 (Equipo de talleres). 4.5) CPV Lote 4: 43800000 (Equipo de talleres). 4.6) CPV Lote 5: 43800000 (Equipo de talleres). 4.7) CPV Lote 6: 43800000 (Equipo de talleres). 4.8) CPV Lote 7: 43800000 (Equipo de talleres). 4.9) CPV Lote 8: 43800000 (Equipo de talleres).,No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-46147
MINISTERIO DE DEFENSA,Jefatura de Asuntos Económicos del Estado Mayor de la Defensa,2024/SP02002001/00000981E .,17/12/2024,Contratación,Adquisición de una plataforma de análisis y evaluación del entorno cognitivo en el ámbito del Sistema de Inteligencia de las Fuerzas Armadas (SIFAS).,Negociado sin publicidad,Comunidad de Madrid,48000000 Paquetes de software y sistemas de información,48218000 (Paquetes de software de gestión de licencias).,No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-46148
MINISTERIO DE DEFENSA,Jefatura de Asuntos Económicos del Mando de Apoyo Logístico,2024/ETSAE0906/00004256E.,17/12/2024,Contratación,aceites y grasas lote 6.,Abierto,Comunidad de Madrid,"09000000 Derivados del petróleo, combustibles, electricidad y otras fuentes de energía",09210000 (Preparados lubricantes).,No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-46149
MINISTERIO DE DEFENSA,Intendencia de Madrid,2024/AR21U/00002629E.,17/12/2024,Contratación,Suministro con instalación de un sistema de megafonía para cumplimiento PRL SEGOP en las instalaciones del Parque de Autos Nº1 de JATMAD.,Abierto,Comunidad de Madrid,48000000 Paquetes de software y sistemas de información,48952000 (Sistemas de megafonía).,No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-46150
MINISTERIO DE DEFENSA,Jefatura de la Sección de Asuntos Económicos de la Unidad Militar de Emergencias,2024/SP03038000/00002382E.,17/12/2024,Contratación,"Reposición por actualización de la seguridad perimetral de electrónica de red interna de los centros de procesamiento de datos principales de la Unidad Militar de Emergencias en todos sus emplazamientos, SDA 24/2022 Lote número 1.",Restringido,Comunidad de Madrid,"32000000 Equipos de radio, televisión, comunicaciones y telecomunicaciones y equipos conexos","32000000 (Equipos de radio, televisión, comunicaciones y telecomunicaciones y equipos conexos).",No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-46151
MINISTERIO DE DEFENSA,Jefatura de Asuntos Económicos del Mando de Apoyo Logístico,2024/ETSAE0906/00003588E.,17/12/2024,Contratación,ANT25 CD AM Adquisición compresores y GRES Lote 5 Eq.Iluminacion.,Abierto,Comunidad de Madrid,"18000000 Prendas de vestir, calzado, artículos de viaje y accesorios",18815000 (Botas).,No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-46152
MINISTERIO DE DEFENSA,Jefatura de la Sección de Asuntos Económicos de la Unidad Militar de Emergencias,2024/SP03038000/00002414E.,17/12/2024,Contratación,"Reposición de la electrónica de red de CORE (switches) del centro de procesamiento de datos principal de la Unidad Militar de Emergencias, SDA 24/2022 Lote número 1.",Restringido,Comunidad de Madrid,"32000000 Equipos de radio, televisión, comunicaciones y telecomunicaciones y equipos conexos","32000000 (Equipos de radio, televisión, comunicaciones y telecomunicaciones y equipos conexos).",No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-46153
MINISTERIO DE DEFENSA,Jefatura de Asuntos Económicos del Mando de Apoyo Logístico,2024/ETSAE0906/00003925E.,17/12/2024,Contratación,ado Repuestos Compresores y gre lote 3 50kvas.,No disponible,Comunidad de Madrid,"31000000 Máquinas, aparatos, equipo y productos consumibles eléctricos; iluminación","31100000 (Motores, generadores y transformadores eléctricos).",No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-46154
MINISTERIO DE DEFENSA,Intendencia de Madrid,2024/AR21U/00002744E.,17/12/2024,Contratación,Adquisición de diverso equipamiento industrial para la lavandería del CGA.,Abierto,Comunidad de Madrid,"39000000 Mobiliario (incluido el de oficina), complementos de mobiliario, aparatos electrodomésticos (excluida la iluminación) y productos de limpieza",39291000 (Material de lavandería).,No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-46155
MINISTERIO DE DEFENSA,Jefatura de Asuntos Económicos del Mando de Apoyo Logístico,2024/ETSAE0906/00001539E.,17/12/2024,Contratación,Suministro de repuestos del vehículo TOM del ET.,Negociado con publicidad,Comunidad de Madrid,"35000000 Equipo de seguridad, extinción de incendios, policía y defensa",4.1) CPV principal: 35421000 (Piezas mecánicas de recambio para vehículos militares). 4.2) CPV Lote 1: 35421000 (Piezas mecánicas de recambio para vehículos militares). 4.3) CPV Lote 2: 35421000 (Piezas mecánicas de recambio para vehículos militares).,Lotes 1 y 2.,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-46156
MINISTERIO DE DEFENSA,Dirección de Adquisiciones del Mando de Apoyo Logístico del Ejército del Aire y del Espacio,2024/EA02/00001665E.,17/12/2024,Licitación,20257121 ATRP Madrid / Torrejón / construcción infraestructura EEAUTO / B.A. Torrejón.,Abierto,Comunidad de Madrid,"71000000 Servicios de arquitectura, construcción, ingeniería e inspección",71310000 (Servicios de consultoría en ingeniería y construcción).,No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-46157
MINISTERIO DE DEFENSA,Dirección de Adquisiciones del Mando de Apoyo Logístico del Ejército del Aire y del Espacio,2024/EA02/000001720E.,17/12/2024,Licitación,202442A2 Acuerdo marco para el suministro e instalación del sistema de flotabilidad en el SIKORSKY S-76 (HE.24).,Abierto,Nacional,34000000 Equipos de transporte y productos auxiliares,34731000 (Partes de aeronaves).,Acuerdo Marco.,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-46158
MINISTERIO DE DEFENSA,Jefatura de Asuntos Económicos del Mando de Apoyo Logístico,2024/ETSAE0906/00003193E.,17/12/2024,Licitación,Desayunos de raciones individuales de campaña (RIC).,Abierto,Comunidad de Madrid,"15000000 Alimentos, bebidas, tabaco y productos afines",15897100 (Raciones de campaña).,No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-46159
MINISTERIO DE DEFENSA,Jefatura de Asuntos Económicos del Mando de Apoyo Logístico,2024/ETSAE0906/00003652E.,17/12/2024,Licitación,"Mantenimiento, Calibración de estaciones ITV del ET y Actualización SW GEST-ITV.",Abierto,Comunidad de Madrid,50100000 Servicios de reparación y mantenimiento,"5.1) CPV principal: 50100000 (Servicios de reparación, mantenimiento y servicios asociados de vehículos y equipo conexo). 5.2) CPV Lote 1: 50100000 (Servicios de reparación, mantenimiento y servicios asociados de vehículos y equipo conexo). 5.3) CPV Lote 2: 50100000 (Servicios de reparación, mantenimiento y servicios asociados de vehículos y equipo conexo).",No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-46160
